"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
282,"3018 ABELL AVE",168600.00,4468.52,4468.52,City,,
283,"3021 ABELL AVE",170500.00,715.54,715.54,City,,
285,"3042 ABELL AVE",190700.00,4497.77,146446.72,240,14033.00,18530.77
286,"3235 ABELL AVE",157200.00,3497.24,97123.00,156,6848.00,10345.24
287,"3246 ABELL AVE",188500.00,3203.64,3203.64,City,,
288,"4810 ABERDEEN AVE",107100.00,3072.56,58905.00,240,3213.00,6285.56
289,"4827 ABERDEEN AVE",111033.00,2617.70,2617.70,City,,
290,"4927 ABERDEEN AVE",102500.00,1158.22,1158.22,City,,
291,"0003 N ABINGTON AVE",14000.00,1010.00,1010.00,City,,
292,"0017 N ABINGTON AVE",60800.00,1766.58,9586.00,148,0.00,1766.58
293,"0020 N ABINGTON AVE",13600.00,3239.56,5761.00,148,64.00,3303.56
294,"0021 N ABINGTON AVE",62200.00,1314.26,1314.26,City,,
296,"0024 N ABINGTON AVE",55700.00,5704.52,7691.00,295,0.00,5704.52
297,"0026 N ABINGTON AVE",56967.00,21835.40,21835.40,City,,
298,"0027 N ABINGTON AVE",59700.00,1888.51,1888.51,City,,
299,"0037 N ABINGTON AVE",14000.00,45119.05,45119.05,City,,
300,"0044 N ABINGTON AVE",13700.00,24541.72,24541.72,City,,
301,"0046 N ABINGTON AVE",58033.00,1230.22,1230.22,City,,
302,"0005 S ABINGTON AVE",74900.00,2223.72,2223.72,City,,
303,"0107 S ADDISON ST",6000.00,17451.07,17451.07,City,,
304,"4403 ADELLE TERR",168800.00,4617.02,4617.02,City,,
306,"1803 AIKEN ST",25000.00,915.95,915.95,City,,
307,"1804 AIKEN ST",25000.00,756.70,5566.00,404,0.00,756.70
308,"1805 AIKEN ST",25000.00,705.18,705.18,City,,
309,"1808 AIKEN ST",44000.00,340.22,5112.00,479,0.00,340.22
310,"1813 AIKEN ST",44000.00,587.66,587.66,City,,
312,"1822 AIKEN ST",44000.00,1292.60,15000.00,540,0.00,1292.60
313,"1837 AIKEN ST",1000.00,69911.27,69911.27,City,,
314,"2132 AIKEN ST",21000.00,584.14,584.14,City,,
315,"2144 AIKEN ST",21000.00,12165.92,12165.92,City,,
316,"2203 AIKEN ST",31000.00,827.34,827.34,City,,
317,"2220 AIKEN ST",31000.00,728.12,6920.00,240,0.00,728.12
318,"2221 AIKEN ST",31000.00,871.71,871.71,City,,
319,"2224 AIKEN ST",21000.00,594.22,594.22,City,,
320,"2305 AIKEN ST",31000.00,844.14,6560.00,58,0.00,844.14
321,"2310 AIKEN ST",5000.00,348.10,348.10,City,,
322,"2314 AIKEN ST",31000.00,871.71,871.71,City,,
323,"2317 AIKEN ST",31000.00,827.34,827.34,City,,
324,"2319 AIKEN ST",31000.00,1127.86,1127.86,City,,
325,"2333 AIKEN ST",31000.00,6380.70,6952.00,295,0.00,6380.70
326,"2403 AILSA AVE",139533.00,3337.82,93184.06,462,7474.00,10811.82
328,"3514 AILSA AVE",126200.00,3153.90,3153.90,City,,
330,"0809 AISQUITH ST",39200.00,928.34,928.34,City,,
331,"1218 AISQUITH ST",5000.00,63574.00,63574.00,City,,
332,"1230 AISQUITH ST",5000.00,44881.77,44881.77,City,,
333,"1232 AISQUITH ST",5000.00,7573.41,7573.41,City,,
334,"1305 AISQUITH ST",44000.00,1034.59,1034.59,City,,
335,"1322 AISQUITH ST",5000.00,1833.09,1833.09,City,,
336,"1324 AISQUITH ST",5000.00,1540.19,1540.19,City,,
337,"1326 AISQUITH ST",5000.00,617.49,617.49,City,,
338,"1430 AISQUITH ST",5000.00,20336.30,20336.30,City,,
339,"1434 AISQUITH ST",44000.00,1292.60,12888.00,404,0.00,1292.60
340,"1436 AISQUITH ST",5000.00,38077.04,38077.04,City,,
341,"1614 AISQUITH ST",44000.00,1170.02,1170.02,City,,
342,"1813 AISQUITH ST",1000.00,8578.87,8578.87,City,,
343,"1835 AISQUITH ST",44000.00,1292.60,11200.00,462,0.00,1292.60
344,"1923 AISQUITH ST",12000.00,418.80,418.80,City,,
345,"1927 AISQUITH ST",30000.00,800.98,800.98,City,,
347,"2126-2136 AISQUITH ST",62000.00,1804.18,37820.00,240,2604.00,4408.18
348,"2200 AISQUITH ST",76300.00,577838.36,577838.36,City,,
349,"2208 AISQUITH ST",516300.00,14300.36,232335.00,388,5163.00,19463.36
350,"2227 AISQUITH ST",31000.00,332.30,13888.00,404,297.00,629.30
351,"2231 AISQUITH ST",31000.00,64757.37,64757.37,City,,
352,"2247 AISQUITH ST",31000.00,1206.33,1206.33,City,,
353,"2313 AISQUITH ST",31000.00,607.34,607.34,City,,
354,"2317 AISQUITH ST",21000.00,1393.90,7300.00,462,0.00,1393.90
355,"2400 AISQUITH ST",59600.00,788.29,788.29,City,,
356,"2406-2410 AISQUITH ST",77300.00,1018.99,1018.99,City,,
357,"2412-2414 AISQUITH ST",83800.00,1103.71,1103.71,City,,
358,"2518 AISQUITH ST",31000.00,1555.73,1555.73,City,,
359,"2539 AISQUITH ST",30000.00,800.98,800.98,City,,
360,"2604 AISQUITH ST",5000.00,54746.77,54746.77,City,,
361,"2622 AISQUITH ST",30000.00,1457.80,1457.80,City,,
362,"2624 AISQUITH ST",30000.00,829.74,829.74,City,,
364,"2633 AISQUITH ST",30000.00,1730.90,12520.00,77,104.00,1834.90
365,"2638 AISQUITH ST",30000.00,1287.27,10888.00,404,0.00,1287.27
366,"2641 AISQUITH ST",5000.00,325.10,14030.70,300,2406.00,2731.10
367,"2653 AISQUITH ST",5000.00,43228.37,43228.37,City,,
369,"5501 ALBAN AVE",141467.00,2120.48,2120.48,City,,
370,"5507 ALBAN AVE",144600.00,2177.90,2177.90,City,,
371,"0050 ALBEMARLE ST",855700.00,719.20,719.20,City,,
372,"0216 ALBEMARLE ST",165500.00,2201.71,2201.71,City,,
373,"0320 ALBEMARLE ST",176467.00,4340.59,4340.59,City,,
374,"2404 ALBION AVE",104900.00,2556.49,2556.49,City,,
376,"2408 ALBION AVE",122600.00,888.29,888.29,City,,
377,"2919 ALEXANDER AVE",123300.00,12294.41,12294.41,City,,
378,"2921 ALEXANDER AVE",99100.00,9892.30,13025.00,77,0.00,9892.30
379,"4401 ALHAMBRA AVE",93533.00,2606.78,2606.78,City,,
380,"4701-4703 ALHAMBRA AVE",7800.00,1360.68,1588.00,404,0.00,1360.68
381,"4715 ALHAMBRA AVE",72800.00,1723.99,1723.99,City,,
382,"4717 ALHAMBRA AVE",28867.00,33180.30,33180.30,City,,
383,"4718 ALHAMBRA AVE",77000.00,1813.24,34650.00,462,770.00,2583.24
384,"4719 ALHAMBRA AVE",72800.00,1934.68,20888.00,404,0.00,1934.68
385,"4721 ALHAMBRA AVE",93533.00,302.79,302.79,City,,
386,"4730 ALHAMBRA AVE",80867.00,2089.37,28000.00,240,0.00,2089.37
387,"4731 ALHAMBRA AVE",29100.00,11170.11,11170.11,City,,
388,"4740 ALHAMBRA AVE",77767.00,31868.67,31868.67,City,,
389,"4756 ALHAMBRA AVE",31200.00,267.17,267.17,City,,
391,"4921 ALHAMBRA AVE",27533.00,775.49,775.49,City,,
392,"5009 ALHAMBRA AVE",28300.00,783.70,783.70,City,,
393,"5634 ALHAMBRA AVE",40000.00,939.50,30443.70,459,2888.00,3827.50
394,"5642 ALHAMBRA AVE",122667.00,3511.64,67800.00,349,3746.00,7257.64
395,"0700 ALICEANNA ST",143119000.00,9253.62,9253.62,City,,
396,"0720 ALICEANNA ST",22963433.00,18632.79,18632.79,City,,
397,"1621 ALICEANNA ST",171867.00,1182.24,1182.24,City,,
398,"1623 ALICEANNA ST",87500.00,433.41,70000.00,72,7000.00,7433.41
399,"1634 ALICEANNA ST",312000.00,403.86,403.86,City,,
400,"1715 ALICEANNA ST",274100.00,560.95,560.95,City,,
401,"1717 ALICEANNA ST",174600.00,407.72,155000.00,72,17032.00,17439.72
402,"1822 ALICEANNA ST",216267.00,3170.57,3170.57,City,,
403,"1901 ALICEANNA ST",140467.00,3369.14,125000.00,72,13762.00,17131.14
404,"1903 ALICEANNA ST",118767.00,3179.48,3179.48,City,,
405,"2000 ALICEANNA ST",287200.00,6825.57,6825.57,City,,
406,"2001 ALICEANNA ST",6338700.00,2503.77,2695000.00,72,31904.00,34407.77
407,"2104 ALLENDALE ROAD",137500.00,3556.33,82140.00,236,5428.00,8984.33
408,"2106 ALLENDALE ROAD",148900.00,4251.74,79894.00,236,4066.00,8317.74
409,"2111 ALLENDALE ROAD",112700.00,2236.74,2236.74,City,,
410,"2121 ALLENDALE ROAD",110500.00,1287.50,1287.50,City,,
411,"2127 ALLENDALE ROAD",112200.00,2535.41,2535.41,City,,
412,"2305 ALLENDALE ROAD",164000.00,1179.92,1179.92,City,,
413,"2312 ALLENDALE ROAD",122900.00,3518.34,62000.00,424,2568.00,6086.34
414,"2314 ALLENDALE ROAD",118200.00,923.22,923.22,City,,
415,"2407 ALLENDALE ROAD",162500.00,3880.60,3880.60,City,,
416,"2708 ALLENDALE ROAD",133700.00,3498.08,85747.40,462,6453.00,9951.08
417,"2710 ALLENDALE ROAD",152800.00,3961.59,95099.86,240,6795.00,10756.59
420,"2906 ALLENDALE ROAD",166800.00,4756.58,89469.00,236,4549.00,9305.58
421,"2909 ALLENDALE ROAD",191500.00,492.70,103410.00,236,5362.00,5854.70
422,"2918 ALLENDALE ROAD",180000.00,4836.23,108908.00,236,7381.00,12217.23
423,"0107 ALLENDALE ST",76200.00,1927.17,35800.00,288,1064.00,2991.17
424,"0108 ALLENDALE ST",72900.00,8683.24,8683.24,City,,
425,"0111 ALLENDALE ST",80200.00,1955.31,1955.31,City,,
427,"0120 ALLENDALE ST",72900.00,2107.94,35800.00,462,1328.00,3435.94
428,"0125 ALLENDALE ST",75433.00,2179.21,45250.00,77,3015.00,5194.21
429,"0127 ALLENDALE ST",79500.00,1589.58,46615.00,236,2963.00,4552.58
430,"0130 ALLENDALE ST",72900.00,2000.32,35800.00,462,1328.00,3328.32
432,"0201 ALLENDALE ST",85300.00,10932.96,10932.96,City,,
433,"0209 ALLENDALE ST",75733.00,1753.99,1753.99,City,,
435,"0310 ALLENDALE ST",75300.00,1080.10,1080.10,City,,
436,"0327 ALLENDALE ST",68533.00,1648.77,1648.77,City,,
437,"0333 ALLENDALE ST",76600.00,1776.07,1776.07,City,,
438,"0416 ALLENDALE ST",65800.00,1744.80,1744.80,City,,
439,"0514 ALLENDALE ST",76267.00,1918.50,48387.00,236,3576.00,5494.50
440,"0521 ALLENDALE ST",78133.00,64155.66,64155.66,City,,
441,"0600 ALLENDALE ST",32900.00,1154.97,1154.97,City,,
442,"0606 ALLENDALE ST",103100.00,2422.87,2422.87,City,,
443,"0608 ALLENDALE ST",103100.00,36120.83,36120.83,City,,
444,"0626 ALLENDALE ST",103000.00,1228.76,1228.76,City,,
445,"0705 ALLENDALE ST",86100.00,1732.65,54500.00,462,4012.00,5744.65
446,"0713 ALLENDALE ST",45000.00,1239.34,1239.34,City,,
447,"0718 ALLENDALE ST",107700.00,2449.72,59235.00,388,3231.00,5680.72
448,"0722 ALLENDALE ST",32500.00,897.86,897.86,City,,
449,"0808 ALLENDALE ST",98667.00,2834.74,56214.00,77,3349.00,6183.74
451,"0816 ALLENDALE ST",103000.00,2956.90,60500.00,180,3860.00,6816.90
452,"0818 ALLENDALE ST",103000.00,3914.97,56241.00,77,3008.00,6922.97
453,"0820 ALLENDALE ST",104900.00,2273.99,2273.99,City,,
454,"0824 ALLENDALE ST",100300.00,2355.81,2355.81,City,,
455,"0832 ALLENDALE ST",100300.00,1371.37,1371.37,City,,
456,"0842 ALLENDALE ST",101900.00,1080.81,1080.81,City,,
459,"6131 ALTA AVE",196533.00,4199.94,4199.94,City,,
460,"6205 ALTA AVE",152967.00,1886.32,101178.00,236,7998.00,9884.32
461,"3312 ALTO ROAD",149800.00,2464.39,2464.39,City,,
462,"3315 ALTO ROAD",125300.00,2283.34,2283.34,City,,
463,"3323 ALTO ROAD",133900.00,3532.60,3532.60,City,,
464,"3325 ALTO ROAD",136400.00,2073.55,71500.00,180,3388.00,5461.55
465,"3402 ALTO ROAD",39300.00,8433.63,18415.00,372,539.00,8972.63
466,"3406 ALTO ROAD",169000.00,1956.47,1956.47,City,,
467,"4100 ALTO ROAD",144000.00,19577.82,23405.00,77,0.00,19577.82
469,"2904 ALVARADO SQ",290033.00,7925.08,7925.08,City,,
470,"4701 AMBERLEY AVE",81500.00,1994.92,1994.92,City,,
471,"4707 AMBERLEY AVE",93300.00,2216.40,2216.40,City,,
472,"0409 S AMITY ST",72300.00,2487.12,39183.96,300,2052.00,4539.12
473,"5101 ANDARD AVE",2050700.00,89453.37,89453.37,City,,
474,"0909 ANDOVER ROAD",119700.00,2845.42,2845.42,City,,
475,"1305 ANDRE ST",237767.00,340.56,340.56,City,,
476,"1368-1370 ANDRE ST",227700.00,5395.10,175000.00,72,16784.00,22179.10
477,"1433 ANDRE ST",204100.00,5383.82,165000.00,72,16672.00,22055.82
478,"1450 ANDRE ST",162967.00,2448.86,129000.00,72,12762.00,15210.86
479,"2200 ANGELICA TERR",131267.00,3314.67,105000.00,72,10498.00,13812.67
480,"0437 ANGLESEA ST",92700.00,2583.70,2583.70,City,,
481,"1100 ANGLESEA ST",83700.00,2297.50,55242.00,462,4352.00,6649.50
482,"1101 ANGLESEA ST",94900.00,2485.25,2485.25,City,,
483,"1109 ANGLESEA ST",72100.00,1751.10,1751.10,City,,
484,"1115 ANGLESEA ST",76800.00,1796.09,1796.09,City,,
485,"1116 ANGLESEA ST",70300.00,1863.48,1863.48,City,,
486,"1204 ANGLESEA ST",69500.00,1630.78,1630.78,City,,
487,"0125 N ANN ST",253200.00,7193.82,195000.00,72,18744.00,25937.82
488,"0004 S ANN ST UNIT CO-29",196300.00,6543.84,6543.84,City,,
489,"0018 S ANN ST",163900.00,2283.16,2283.16,City,,
490,"0111 S ANN ST",278733.00,7914.00,215000.00,72,20701.00,28615.00
491,"0243 S ANN ST",190700.00,2918.12,2918.12,City,,
492,"0256 S ANN ST",592100.00,1133.29,1133.29,City,,
493,"0312 S ANN ST",412067.00,4705.68,4705.68,City,,
494,"0313 S ANN ST",176600.00,5033.06,187291.00,462,23330.00,28363.06
495,"0404 S ANN ST",362367.00,10233.16,10233.16,City,,
496,"0509 S ANN ST",200500.00,4057.20,165662.41,462,17092.00,21149.20
498,"4000 ANNA PARK WAY",129300.00,3322.28,78873.00,240,5430.00,8752.28
499,"0410 ANNABEL AVE",50100.00,1307.20,25888.00,404,1169.00,2476.20
500,"0510 ANNABEL AVE",7400.00,463.08,463.08,City,,
501,"0521 ANNABEL AVE",92400.00,2215.79,2215.79,City,,
502,"0616 ANNABEL AVE",19000.00,584.44,584.44,City,,
503,"2001 ANNAPOLIS ROAD",9800.00,102250.26,102250.26,City,,
504,"2011 ANNAPOLIS ROAD",36000.00,959.14,959.14,City,,
505,"2013 ANNAPOLIS ROAD",25000.00,669.12,669.12,City,,
506,"2017 ANNAPOLIS ROAD",25000.00,348.27,348.27,City,,
508,"2025 ANNAPOLIS ROAD",15667.00,24685.28,24685.28,City,,
509,"2031 ANNAPOLIS ROAD",25000.00,679.83,679.83,City,,
510,"2131 ANNAPOLIS ROAD",15000.00,352.31,9666.39,300,733.00,1085.31
511,"2215 ANNAPOLIS ROAD",32333.00,893.36,893.36,City,,
512,"2219 ANNAPOLIS ROAD",53933.00,363.25,363.25,City,,
513,"2222 ANNAPOLIS ROAD",21000.00,343.14,343.14,City,,
514,"2232 ANNAPOLIS ROAD",500.00,57674.33,57674.33,City,,
515,"2239 ANNAPOLIS ROAD",36000.00,1010.41,1010.41,City,,
516,"2245 ANNAPOLIS ROAD",20000.00,469.75,5888.00,404,0.00,469.75
517,"2252 ANNAPOLIS ROAD",25000.00,587.19,587.19,City,,
518,"2316 ANNAPOLIS ROAD",21000.00,872.56,872.56,City,,
519,"2317 ANNAPOLIS ROAD",15667.00,337.90,337.90,City,,
520,"2331 ANNAPOLIS ROAD",36000.00,847.12,847.12,City,,
521,"2357 ANNAPOLIS ROAD",36000.00,959.14,959.14,City,,
522,"2401 ANNAPOLIS ROAD",8333.00,758.33,758.33,City,,
523,"2417 ANNAPOLIS ROAD",75000.00,846.24,846.24,City,,
524,"2840 ANNAPOLIS ROAD",140400.00,3180.47,3180.47,City,,
525,"3100-3200 ANNAPOLIS ROAD",720867.00,18575.99,18575.99,City,,
526,"3914 ANNELLEN ROAD",138200.00,1917.39,1917.39,City,,
527,"3916 ANNELLEN ROAD",123600.00,554.14,554.14,City,,
528,"3924 ANNELLEN ROAD",138200.00,1426.60,1426.60,City,,
529,"3930 ANNELLEN ROAD",138200.00,2466.67,79084.30,462,4760.00,7226.67
530,"4003 ANNELLEN ROAD",158000.00,12154.96,12154.96,City,,
531,"4017 ANNELLEN ROAD",153500.00,1186.96,1186.96,City,,
532,"4038 ANNELLEN ROAD",132000.00,3020.86,3020.86,City,,
533,"4049 ANNELLEN ROAD",153500.00,848.14,848.14,City,,
536,"4906 ANNTANA AVE",132133.00,2426.97,2426.97,City,,
537,"5006 ANNTANA AVE",103800.00,1144.32,1144.32,City,,
538,"5007 ANNTANA AVE",104800.00,2475.04,2475.04,City,,
539,"2306 ANOKA AVE",50100.00,1464.76,27775.00,320,1547.00,3011.76
541,"2321 ANOKA AVE",50100.00,1182.02,1182.02,City,,
542,"2326 ANOKA AVE",25000.00,6164.60,6250.00,247,0.00,6164.60
543,"5105 ANTHONY AVE",134233.00,3195.43,3195.43,City,,
545,"5113 ANTHONY AVE",78800.00,2161.66,2161.66,City,,
546,"5203 ANTHONY AVE",123267.00,3179.87,98580.88,240,9854.00,13033.87
547,"5511 ANTHONY AVE",140367.00,3841.20,3841.20,City,,
548,"5612 ANTHONY AVE",145000.00,3832.86,3832.86,City,,
549,"5630 ANTHONY AVE",165900.00,1925.10,1925.10,City,,
551,"1305 APPLEBY AVE",219100.00,5055.34,5055.34,City,,
552,"1312 APPLEBY AVE",170067.00,33197.50,54001.00,372,0.00,33197.50
553,"0606 APPLETON ST",14000.00,10732.16,10732.16,City,,
555,"0713 APPLETON ST",4333.00,81950.03,81950.03,City,,
556,"0715 APPLETON ST",4333.00,61217.01,61217.01,City,,
557,"0718 APPLETON ST",4333.00,14742.31,14742.31,City,,
558,"0720 APPLETON ST",4333.00,292.07,292.07,City,,
559,"0725 APPLETON ST",4333.00,22899.14,22899.14,City,,
560,"0805 APPLETON ST",14000.00,803.72,803.72,City,,
561,"0812 APPLETON ST",15000.00,3524.11,5832.00,479,0.00,3524.11
562,"0813 APPLETON ST",5000.00,368.70,5088.00,404,617.00,985.70
563,"0900 APPLETON ST",4333.00,20134.03,20134.03,City,,
564,"0902 APPLETON ST",4333.00,13224.00,13224.00,City,,
565,"0904 APPLETON ST",4333.00,330.87,330.87,City,,
566,"1001 APPLETON ST",44400.00,1303.94,23997.00,320,1247.00,2550.94
567,"1020 APPLETON ST",14000.00,8163.28,8163.28,City,,
568,"1028 APPLETON ST",4333.00,15145.14,15145.14,City,,
569,"1508 APPLETON ST",24000.00,817.84,817.84,City,,
570,"1512 APPLETON ST",24000.00,688.50,688.50,City,,
573,"1520 APPLETON ST",24000.00,677.44,677.44,City,,
574,"1543 APPLETON ST",25200.00,791.28,791.28,City,,
575,"1614 APPLETON ST",34000.00,2367.76,5662.00,479,0.00,2367.76
576,"1615 APPLETON ST",34000.00,1675.53,1675.53,City,,
577,"1619 APPLETON ST",21000.00,285.54,285.54,City,,
578,"1623 APPLETON ST",34000.00,437.62,437.62,City,,
579,"1631 APPLETON ST",34000.00,444.60,12888.00,404,0.00,444.60
580,"1641 APPLETON ST",5000.00,1552.65,1892.00,479,0.00,1552.65
581,"1652 APPLETON ST",34000.00,1010.60,10288.00,404,0.00,1010.60
582,"1708 APPLETON ST",21000.00,626.62,626.62,City,,
583,"1712 APPLETON ST",21000.00,595.48,595.48,City,,
584,"1714 APPLETON ST",21000.00,33067.27,33067.27,City,,
585,"1717 APPLETON ST",5000.00,45334.51,45334.51,City,,
586,"1720 APPLETON ST",21000.00,595.48,595.48,City,,
587,"1734 APPLETON ST",5000.00,377.95,2588.00,404,117.00,494.95
588,"1821 APPLETON ST",21000.00,643.90,8888.00,404,97.00,740.90
589,"4507 ARABIA AVE",131667.00,3165.89,3165.89,City,,
593,"4010 ARAGON AVE",148900.00,3758.97,88247.00,236,5737.00,9495.97
594,"2403 ARBUTON AVE",62600.00,1458.95,1458.95,City,,
595,"2415 ARBUTON AVE",101700.00,2920.22,54646.00,236,2793.00,5713.22
596,"5012 ARBUTUS AVE",32000.00,425.15,425.15,City,,
597,"5014 ARBUTUS AVE",32000.00,853.70,853.70,City,,
598,"5015 ARBUTUS AVE",38033.00,278.38,22020.00,128,1361.00,1639.38
599,"5017 ARBUTUS AVE",18333.00,14770.60,15523.75,125,150.00,14920.60
600,"5109 ARBUTUS AVE",32000.00,884.70,884.70,City,,
601,"5112 ARBUTUS AVE",32000.00,853.70,853.70,City,,
602,"3700 ARCADIA AVE",32000.00,853.70,853.70,City,,
603,"3703 ARCADIA AVE",32000.00,853.70,853.70,City,,
604,"3704 ARCADIA AVE",28033.00,842.18,12452.16,300,247.00,1089.18
605,"3708 ARCADIA AVE",31167.00,10181.87,10181.87,City,,
606,"3712 ARCADIA AVE",31167.00,13151.91,13151.91,City,,
607,"0515 ARCHER ST",83333.00,2207.06,2207.06,City,,
608,"0618 ARCHER ST",91500.00,1408.32,1408.32,City,,
609,"0622 ARCHER ST",90167.00,2419.04,2419.04,City,,
610,"0627 ARCHER ST",89867.00,421.26,421.26,City,,
611,"4114 ARDLEY AVE",88500.00,936.45,936.45,City,,
612,"4128 ARDLEY AVE",89633.00,1227.30,56468.79,240,4123.00,5350.30
613,"4131 ARDLEY AVE",93233.00,2468.06,2468.06,City,,
614,"0702 ARGONNE DR",36100.00,8130.51,8130.51,City,,
615,"0717 ARGONNE DR",121200.00,1146.01,76356.00,240,5575.00,6721.01
616,"0721 ARGONNE DR",115700.00,1794.78,1794.78,City,,
617,"0804 ARGONNE DR",107100.00,1055.91,1055.91,City,,
618,"0963 ARGONNE DR",129600.00,3426.88,3426.88,City,,
619,"1001 ARGONNE DR",249500.00,6028.64,195000.00,72,19040.00,25068.64
620,"1015 ARGONNE DR",244500.00,5781.98,5781.98,City,,
621,"1513 ARGONNE DR",118800.00,2077.60,90000.00,72,8496.00,10573.60
622,"1603 ARGONNE DR",114700.00,1435.48,1435.48,City,,
623,"1020 ARGYLE AVE",110000.00,2715.42,2715.42,City,,
624,"1120 ARGYLE AVE",45000.00,1238.94,1238.94,City,,
625,"1140 ARGYLE AVE",12000.00,4664.38,4664.38,City,,
626,"1148 ARGYLE AVE",12000.00,2886.00,2886.00,City,,
627,"1210 ARGYLE AVE",12000.00,137193.90,137193.90,City,,
628,"1315 ARGYLE AVE",25000.00,37150.83,37150.83,City,,
629,"1401 ARGYLE AVE",25000.00,737.58,737.58,City,,
630,"1406 ARGYLE AVE",25000.00,705.18,705.18,City,,
631,"1418 ARGYLE AVE",3000.00,5514.02,5514.02,City,,
632,"1436 ARGYLE AVE",3000.00,16517.54,16517.54,City,,
633,"1451 ARGYLE AVE",445800.00,677.80,677.80,City,,
634,"1500 ARGYLE AVE",483700.00,714.90,714.90,City,,
635,"1530 ARGYLE AVE",25000.00,705.18,705.18,City,,
636,"1546 ARGYLE AVE",3000.00,68758.71,68758.71,City,,
637,"1552 ARGYLE AVE",1000.00,34215.68,34215.68,City,,
638,"1554 ARGYLE AVE",1000.00,121888.57,121888.57,City,,
640,"5805 ARIZONA AVE",121067.00,2985.12,2985.12,City,,
641,"5819 ARIZONA AVE",120367.00,2257.20,2257.20,City,,
643,"6013 ARIZONA AVE",122067.00,853.87,853.87,City,,
644,"6049 ARIZONA AVE",118633.00,2304.05,2304.05,City,,
645,"0503 N ARLINGTON AVE",53500.00,1609.35,1609.35,City,,
646,"0506 N ARLINGTON AVE",32000.00,1168.10,3088.00,404,0.00,1168.10
647,"0509 N ARLINGTON AVE",4000.00,63450.02,63450.02,City,,
648,"0517 N ARLINGTON AVE",32000.00,29569.03,29569.03,City,,
649,"0614 N ARLINGTON AVE",5000.00,17461.81,17461.81,City,,
650,"0706 N ARLINGTON AVE",5000.00,4805.00,4805.00,City,,
651,"0718 N ARLINGTON AVE",5000.00,334.62,334.62,City,,
652,"0910 N ARLINGTON AVE",5000.00,395.50,395.50,City,,
653,"0920 N ARLINGTON AVE",5000.00,30417.68,30417.68,City,,
654,"0005 S ARLINGTON AVE",25667.00,711.88,711.88,City,,
655,"0014 S ARLINGTON AVE",27000.00,881.26,881.26,City,,
656,"0037 S ARLINGTON AVE",108333.00,2866.18,2866.18,City,,
658,"0110 S ARLINGTON AVE",7000.00,517.77,517.77,City,,
659,"6618 ARMSTRONG AVE",5400.00,8721.61,8721.61,City,,
661,"0409 ARSAN AVE",153333.00,4442.04,83271.86,358,4387.00,8829.04
662,"0416 ARSAN AVE",50100.00,1182.02,1182.02,City,,
664,"0506 ARSAN AVE",40000.00,1232.05,1232.05,City,,
665,"0507 ARSAN AVE",19000.00,3202.05,3288.00,404,0.00,3202.05
666,"0516 ARSAN AVE",92400.00,2360.44,47586.00,462,2125.00,4485.44
667,"0600 ARSAN AVE",50100.00,6300.40,12855.00,77,0.00,6300.40
668,"0602 ARSAN AVE",19000.00,393.14,7609.50,288,1.00,394.14
669,"1809 ARUNAH AVE",16033.00,503.78,3800.00,240,0.00,503.78
670,"1819 ARUNAH AVE",16033.00,464.52,464.52,City,,
671,"2305 ARUNAH AVE",84900.00,2548.36,2548.36,City,,
672,"2306 ARUNAH AVE",84400.00,42338.96,42338.96,City,,
673,"2307 ARUNAH AVE",86500.00,2031.68,57955.00,236,4671.00,6702.68
674,"2320 ARUNAH AVE",84400.00,1805.31,22888.00,404,0.00,1805.31
675,"2323 ARUNAH AVE",27300.00,729.76,729.76,City,,
676,"2326 ARUNAH AVE",86700.00,1852.96,17400.00,288,0.00,1852.96
677,"2405 ARUNAH AVE",91000.00,2137.37,60970.00,236,4914.00,7051.37
678,"2414 ARUNAH AVE",82500.00,993.14,993.14,City,,
679,"2500 ARUNAH AVE",280900.00,7975.14,63001.00,372,0.00,7975.14
680,"2535 ARUNAH AVE",63200.00,8156.40,37506.00,77,2445.00,10601.40
681,"2541 ARUNAH AVE",63767.00,2291.18,2291.18,City,,
682,"2552 ARUNAH AVE",63000.00,1828.60,31506.00,77,1261.00,3089.60
683,"2554 ARUNAH AVE",17700.00,1623.97,1623.97,City,,
684,"2917 ARUNAH AVE",17000.00,458.18,458.18,City,,
685,"2919 ARUNAH AVE",25000.00,855.18,855.18,City,,
686,"2925 ARUNAH AVE",17000.00,698.94,698.94,City,,
687,"2926 ARUNAH AVE",17000.00,399.29,399.29,City,,
688,"2946 ARUNAH AVE",12333.00,335.20,335.20,City,,
689,"2954 ARUNAH AVE",17000.00,531.00,4019.00,462,0.00,531.00
690,"3003 ARUNAH AVE",60033.00,32894.26,32894.26,City,,
691,"3005 ARUNAH AVE",60300.00,1489.07,1489.07,City,,
692,"3008 ARUNAH AVE",52833.00,1452.68,1452.68,City,,
694,"3010 ARUNAH AVE",52833.00,1541.76,28025.00,128,1378.00,2919.76
695,"3017 ARUNAH AVE",60300.00,1554.11,26000.00,424,376.00,1930.11
696,"3033 ARUNAH AVE",60033.00,1457.92,1457.92,City,,
697,"3035 ARUNAH AVE",60033.00,1677.22,1677.22,City,,
698,"3036 ARUNAH AVE",58533.00,1372.51,1372.51,City,,
699,"3043 ARUNAH AVE",64667.00,8338.09,35408.00,77,1908.00,10246.09
